business_name,address,phone,email,website,total_reviews,replied_count,reply_rate,star_rating
La Befana Pizzeria,"15 N Beacon St, Allston, MA 02134, United States",+1 617-987-0086,,https://ordering.chownow.com/order/3080/locations?add_cn_ordering_class=true,391,0,0%,4.4
Indian Kitchen Allston,"450 Cambridge St, Allston, MA 02134, United States",+1 617-254-1019,e081c35a018348d18e09ed427bf39b65@o462166.ingest.sentry.io,https://www.indiankitchen450.com/,358,14,70%,4.3
Pho Viet’s,"1022 Commonwealth Ave, Boston, MA 02215, United States",+1 617-562-8828,,http://www.phoviets.com/,534,0,0%,4.5
bb.q Chicken Allston,"182 Harvard Ave, Boston, MA 02134, United States",+1 617-903-3359,,https://bbqchicken.com/,937,18,90%,3.8
Allston Ten Second Noodles 十秒到云南米线,"431 Cambridge St, Boston, MA 02134, United States",+1 617-202-5144,3b0f1428e20e8dbb74f77c6c332a21de@o17585.ingest.us.sentry.io,https://order.online/store/TenSecondNoodlesAllston-1189315/en-US/?hideModal=true&pickup=true,103,0,0%,4.0
Taqueria El Carrizal,"254 Brighton Ave, Allston, MA 02134, United States",+1 617-779-0022,info@taqueriacarrizal.com,http://www.taqueriacarrizal.com/,328,2,10%,4.1
Azama Grill,"54 Harvard Ave, Boston, MA 02134, United States",+1 617-977-0034,,https://azamagrillbostonma.com/,317,2,10%,4.1
Asia Wok,"44 Harvard Ave, Allston, MA 02134, United States",+1 617-782-6714,,https://www.asiawokma.com/,154,0,0%,4.3
Sofra Bakery + Café Allston,"210 N Harvard St, Allston, MA 02134, United States",+1 617-870-7915,info@sofrabakery.com,https://www.sofrabakery.com/,132,0,0%,4.2
Habibi's Lounge,"1217A Commonwealth Ave, Boston, MA 02134, United States",+1 617-955-2064,,http://www.habibislounge.com/,1199,2,10%,4.3
O'Briens Pub,"3 Harvard Ave, Allston, MA 02134, United States",+1 617-782-6245,,http://www.obrienspubboston.com/,241,0,0%,4.2
FiDO Pizza,"250 Western Ave Suite 1200, Boston, MA 02134, United States",+1 617-420-3436,info@fidopizza.com,http://www.fidopizza.com/,86,20,100%,4.5
Big Daddy's Pizza & Sub Shop,"436 Western Ave, Brighton, MA 02135, United States",+1 617-787-1080,,http://bdpizza.com/,962,8,40%,4.4
I Fresh Noodle,"182 Brighton Ave, Boston, MA 02134, United States",+1 617-787-8888,,http://www.ifreshnoodleboston.com/,250,0,0%,4.2
Scullers Jazz Club,"400 Soldiers Fld Rd, Boston, MA 02134, United States",+1 617-562-4148,,https://scullersjazz.com/?SEO_id=GMB-DT-R-BOSSBDT&y_source=1_MTU0MDUzMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,262,0,0%,4.4
Bar 'Cino Brookline,"1032 Beacon St, Brookline, MA 02446, United States",+1 617-608-3220,,https://barcino.com/brookline/,658,0,0%,4.5
swissbakers,"168 Western Ave, Boston, MA 02134, United States",+1 617-903-3113,info@swissbakers.com,http://www.swissbakers.com/,486,0,0%,4.5
Night Shift @ Herter Park,"BOST-2200577000, Boston, MA 02134, United States",+1 617-294-4233,,https://nightshiftbrewing.com/locations/beer-gardens/?utm_source=google&utm_medium=business_organic&utm_campaign=beer_gardens,128,2,10%,4.5
Charlie's Pizza & Cafe,"177 Allston St #3603, Allston, MA 02134, United States",+1 617-277-3737,,http://www.charliespizzaallston.com/,458,0,0%,4.3
Pavement Coffeehouse - Allston,"1243 Commonwealth Ave, Allston, MA 02134, United States",+1 617-789-4000,,http://pavementcoffeehouse.com/,372,4,20%,4.1
City Works (Arsenal Yards - Watertown),"91 Arsenal Yards Blvd, Watertown, MA 02472, United States",+1 617-321-3170,,http://cityworksrestaurant.com/locations/watertown,2366,4,20%,4.6
Esperia Grill,"344 Washington St, Brighton, MA 02135, United States",+1 617-254-8337,,http://esperiagrill.net/,506,2,10%,4.3
Berezka International Food Store,"1215 Commonwealth Ave, Allston, MA 02134, United States",+1 617-787-2837,,,144,0,0%,4.5
Zaaki,"1147 Commonwealth Ave, Allston, MA 02134, United States",+1 857-361-9660,zaaki.ft.llc@gmail.com,https://zaaki-mediterranean.cloveronline.com/,123,2,10%,4.9
C Fruit Life,"2003 171 Brighton Ave, Boston, MA 02134, United States",+1 617-870-7921,,,363,0,0%,4.5
Over the Charles Rooftop Bar,"400 Soldiers Fld Rd, Boston, MA 02134, United States",+1 617-222-0788,,https://www.opentable.com/r/over-the-charles-boston/?category=All,179,16,80%,4.2
In House Cafe,"132 Chestnut Hill Ave, Brighton, MA 02135, United States",+1 617-588-7575,ahmedadairy@yahoo.com,http://inhousecafe.com/,959,20,100%,4.8
Coffee Turco,"483 Cambridge St, Allston, MA 02134, United States",+1 857-498-1301,,,278,6,30%,4.4
Cafe Weekend,"120 Harvard Ave, Boston, MA 02134, United States",+1 774-712-3077,cafeweekend120@gmail.com,https://cafeweekend120.wixsite.com/cafeweekend,1069,2,10%,4.8
Oba Bakery & Cafe,"16 Brighton Ave, Boston, MA 02134, United States",+1 617-458-0235,,http://www.obabakerycafe.com/,195,20,100%,4.7
Cafenation Cafe & Roastery,"380 Washington St, Brighton, MA 02135, United States",+1 617-783-4514,,http://www.cafenation.com/,413,6,30%,4.6
Laughing Monk Cafe,"168 Brighton Ave A, Allston, MA 02134, United States",+1 617-870-7833,,http://www.laughingmonkcafe.com/,159,0,0%,4.3
Dolce Vita Cafe,"1698 Commonwealth Ave, Boston, MA 02135, United States",+1 617-232-2380,info@thedolcevitacafe.com,http://www.thedolcevitacafe.com/,297,2,10%,4.6
Sultana's Bakery & Cafe,"1585 Commonwealth Ave, Boston, MA 02135, United States",+1 617-202-5454,,https://sultanascafe.com/,222,18,90%,4.7
Cafe Brazil Bakery,"125 Harvard Ave, Allston, MA 02134, United States",+1 617-202-6783,,http://cafebrazilbakery.com/,348,14,70%,4.3
Fuel America,"152 Chestnut Hill Ave, Brighton, MA 02135, United States",+1 617-782-0999,info@fuelamerica.us,https://www.fuelamericacoffee.com/,462,10,50%,4.4
NY Bagel and Coffee Co,"111 Brighton Ave, Boston, MA 02134, United States",+1 617-870-7937,info@nybagelandcoffeeco.com,https://nybagelandcoffeeco.com/,203,16,80%,4.3
Cafe Lava and Bento,"298 Washington St, Brighton, MA 02135, United States",+1 617-396-6255,e081c35a018348d18e09ed427bf39b65@o462166.ingest.sentry.io,https://www.cafelavabento.com/,89,2,10%,4.4
Cafe Mirror,"362 Washington St, Boston, MA 02135, United States",+1 617-779-9662,,,317,0,0%,4.4
Glasser Coffee Co.,"589 Washington St, Brighton, MA 02135, United States",+1 617-987-8877,alex@glassercoffee.co,https://www.glassercoffee.co/,289,0,0%,4.6
Qiao Lin Hotpot - Boston,"396 Cambridge St, Boston, MA 02134, United States",+1 617-826-8295,0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io,https://qiaolinhotpot.com/,2304,0,0%,4.8
Blackbird Doughnuts / Sally's Sandwiches - Brighton,"100 Holton St bay 4, Brighton, MA 02135, United States",+1 617-482-9000,info@blackbirddoughnuts.com,https://www.blackbirddoughnuts.com/,169,2,10%,4.6
Tatte Bakery & Cafe | Coolidge Corner,"420 Harvard St, Brookline, MA 02446, United States",+1 617-505-6363,contact@tattebakery.com,https://tattebakery.com/,511,0,0%,4.4
Clear Flour Coffee Bar,"180 Thorndike St, Brookline, MA 02446, United States",+1 617-739-0060,,https://clearflourbread.com/,81,0,0%,4.4
Boston Soup Dumplings 烹小鲜,"113 Brighton Ave, Boston, MA 02134, United States",+1 617-202-3867,pengxiaoxian2022@gmail.com,https://www.bostonsoupdumplings.com/,270,6,30%,4.5
Clear Flour Bread,"178 Thorndike St, Brookline, MA 02446, United States",+1 617-739-0060,,http://www.clearflourbread.com/,984,0,0%,4.8
Cafe Fixe,"1642 Beacon St, Brookline, MA 02445, United States",+1 617-879-2500,cafefixe@gmail.com,http://www.cafefixe.com/,480,0,0%,4.0
Balance Patch,"1031 Commonwealth Ave, Boston, MA 02215, United States",+1 617-765-7297,info@balancepatch.com,http://balancepatch.com/,392,0,0%,4.8
Kupel's Bakery,"421 Harvard St, Brookline, MA 02445, United States",+1 617-566-9528,hello@kupelsbakery.com,http://www.orderkupels.com/,1024,12,60%,4.4
Daniel's Bakery,"395 Washington St, Brighton, MA 02135, United States",+1 617-254-7718,danielsbakery53@gmail.com,https://danielsbakerybrighton.com/,612,20,100%,4.3
KungFu MalaTang,"155 Brighton Ave, Allston, MA 02134, United States",+1 617-207-8888,malakungfuinc@gmail.com,http://www.kungfumalatang.com/,1025,4,20%,4.8
Turco Market,"481 Cambridge St, Boston, MA 02135, United States",+1 617-819-9780,,https://www.mercato.com/shop/turco-market,242,20,100%,4.9
Studio Allston Hotel,"1234 Soldiers Fld Rd, Brighton, MA 02135, United States",+1 617-206-1848,,https://www.hotelstudioallston.com/,906,10,50%,4.1
The Smoot Standard,"313 Massachusetts Ave, Cambridge, MA 02139, United States",+1 617-518-5050,info@smootstandard.com,http://smootstandard.com/,217,0,0%,4.8
Brighton Sushi and Fry,"67 Washington St, Brighton, MA 02135, United States",+1 617-254-0222,brightonsushiandfry@gmail.com,http://www.brightonsushiandfry.com/,148,16,80%,4.9
The Stockyard Restaurant,"135 Market St, Brighton, MA 02135, United States",+1 617-782-4700,info@stockyardrestaurant.com,https://www.stockyardrestaurant.com/,2358,0,0%,4.5
Tasca Restaurant,"1612 Commonwealth Ave, Brighton, MA 02135, United States",+1 617-730-8002,tasca.boston@gmail.com,http://www.tascatapas.com/,780,18,90%,4.4
Brighton Bodega,"328 Washington St, Brighton, MA 02135, United States",+1 617-208-8698,contact@sansoxygen.com,http://www.brightonbodega.com/,614,0,0%,4.6
Peka Restaurant,"304 Washington St, Brighton, MA 02135, United States",+1 617-789-4100,filler@godaddy.com,http://pekarestaurant.com/,916,2,10%,4.6
Devlin's Bistro & Bar | Restaurant,"332 Washington St, Brighton, MA 02135, United States",+1 617-779-8822,ef5d9bbac3354b759bfd7a23c3313b3f@o244637.ingest.us.sentry.io,https://www.edevlins.com/,767,0,0%,4.5
Cityside Tavern,"1960 Beacon St, Brighton, MA 02135, United States",+1 617-566-1002,,http://www.cityside-tavern.com/,1364,0,0%,4.4
Rail Stop Restaurant & Bar,"96 Guest St, Brighton, MA 02135, United States",+1 617-254-0044,info@railstopboston.com,https://www.railstopboston.com/,719,16,80%,4.3
La Fonda St - Boston,"1620 Commonwealth Ave, Brighton, MA 02135, United States",+1 617-487-5645,,https://www.lafondastreet.com/,376,4,20%,4.9
From Scratch-Authentic Italian Pizzeria,"2 Tremont St, Brighton, MA 02135, United States",+1 617-870-7128,impallari@gmail.com,http://www.fromscratch-g.com/,484,20,100%,4.9
MDM Noodles,"351 Washington St, Brighton, MA 02135, United States",+1 617-208-8663,,https://www.mdmbrighton.com/?utm_source=gmb&utm_medium=website,474,0,0%,4.5
Corrib Pub,"396 Market St, Brighton, MA 02135, United States",+1 617-787-0882,,http://westroxburylocatio.corribpub.com/,491,2,10%,4.5
Thonglor,"559 Washington St, Brighton, MA 02135, United States",+1 617-208-8184,,http://www.thonglorboston.com/,410,0,0%,4.4
Ziggy's,"583 Washington St, Brighton, MA 02135, United States",+1 617-987-0080,impallari@gmail.com,https://ziggysbrighton.com/,333,8,40%,4.8
Widowmaker Taproom and Kitchen,"190 N Beacon St, Brighton, MA 02135, United States",+1 617-390-0660,kenny@widowmakerbrewing.com,http://www.widowmakerbrewing.com/,93,10,50%,4.8
Mi Pulgarcito Mexican & Salvadorian Restaurant,"571 Washington St, Brighton, MA 02135, United States",+1 617-202-5074,info@mipulgarcitorestaurante.com,http://www.mipulgarcitorestaurante.com/,312,16,80%,4.6
Notch Brewery & Tap Room - Brighton,"525 Western Ave, Brighton, MA 02135, United States",+1 617-548-2947,info@notchbrewing.com,http://www.notchbrewing.com/,319,0,0%,4.6
Our Zone 第五空间 家常川菜,"1583 Commonwealth Ave, Brighton, MA 02135, United States",+1 617-789-3688,ourzone1583@gmail.com,https://www.ourzone.online/,140,0,0%,4.7
Sen Yai Thai Noodles,"563 Washington St, Brighton, MA 02135, United States",+1 617-652-9929,,https://order.toasttab.com/online/senyai,107,0,0%,4.7
Eagle's Deli,"1918 Beacon St, Brighton, MA 02135, United States",+1 617-731-3232,,http://eaglesdeli.com/,1306,20,100%,4.5
Porter Belly's Pub,"338 Washington St, Brighton, MA 02135, United States",+1 617-254-3300,eben@eyebytes.com,http://www.porterbellyspub.com/,248,2,10%,4.5
Vaisakhi Indian Kitchen,"157 Sutherland Rd, Brighton, MA 02135, United States",+1 617-487-8941,vaisakhiboston@gmail.com,https://vaisakhiboston.com/,511,12,60%,4.3
Hippopo Kitchen,"241 Market St, Brighton, MA 02135, United States",+1 617-783-5469,black9@qq.com,https://hippopokitchen.com/,95,0,0%,4.5
American Flatbread Brighton,"76 Guest St, Boston, MA 02135, United States",+1 617-903-4595,rachael@americanflatbread.com,https://brighton.americanflatbread.com/,773,16,80%,4.5
Dash Cafe,"5 Henshaw St, Brighton, MA 02135, United States",+1 617-254-2797,dashcafe@verizon.net,http://www.dashcafe.net/,277,0,0%,4.5
Wei's Yunnan rice noodles,"412 Market St, Brighton, MA 02135, United States",+1 781-946-0027,f55609756bfb481c8ad0a180c8248883@o17585.ingest.us.sentry.io,https://www.doordash.com/store/%E4%BA%91%E5%8D%97%E9%AD%8F%E9%81%93%E8%B1%86%E8%8A%B1%E7%B1%B3%E7%BA%BF-wei%27s-yunnan-old-fashioned-rice-noodles-boston-27500806/,102,0,0%,4.5
Sammys Pizza and Fried Chicken,"1443 Commonwealth Ave, Brighton, MA 02135, United States",+1 617-787-9393,,http://sammyspizzabrighton.com/,263,0,0%,4.7
El Pelón Taqueria,"2197 Commonwealth Ave, Boston, MA 02135, United States",+1 617-779-9090,jim@elpelon.com,http://www.elpelon.com/,638,0,0%,4.3
Brighton Cafe,"1597 Commonwealth Ave, Brighton, MA 02135, United States",+1 617-787-4244,,http://brighton-cafe-brighton.lany.io/,460,0,0%,4.4
Greenhouse Kitchen Italian Restaurant,"435 Faneuil St, Brighton, MA 02135, United States",+1 617-903-3097,jose_amarquez74@live.com,http://greenhousekitchenma.com/,224,2,10%,4.0
Irish Village,"224 Market St, Brighton, MA 02135, United States",+1 617-787-5427,info@irishvillageboston.com,https://www.irishvillageboston.com/,214,0,0%,4.6
Detroit Pizza Co.,"600 Washington St, Brighton, MA 02135, United States",+1 617-564-2564,detroitpizza600@gmail.com,https://dpcboston.com/?utm_source=google,177,2,10%,4.7
Pho Zabb,"1799 Commonwealth Ave, Brighton, MA 02135, United States",+1 617-254-2254,,https://www.phozabbma.com/,376,18,90%,4.4
Darbar restaurant,"130 N Beacon St, Boston, MA 02135, United States",+1 617-779-8800,darbarboston@gmail.com,https://darbarboston.com/?utm_source=google,938,6,30%,4.0
Yamato,"117 Chiswick Rd, Brighton, MA 02135, United States",+1 617-787-8881,jiy8788145@gmail.com,http://yamatobrighton.com/,1074,0,0%,4.0
Moogy's,"154 Chestnut Hill Ave, Boston, MA 02135, United States",+1 617-254-8114,,http://www.moogys.com/,267,0,0%,4.5
Land of Fire Pizzeria,"1696 Commonwealth Ave, Boston, MA 02135, United States",+1 617-277-0324,,https://www.landoffirepizzeria.com/?utm_source=gbp,454,2,10%,4.5
Pino's Pizza,"1920 Beacon St, Brighton, MA 02135, United States",+1 617-566-6468,,http://pinospizza.com/,1037,0,0%,4.5
Wok n Talk - Brighton,"525 Washington St, Brighton, MA 02135, United States",+1 617-903-3630,lang280@gmail.com,https://www.wokntalk.com/,331,10,50%,4.2
My Happy Hunan Kitchen,"1926 Beacon St, Brighton, MA 02135, United States",+1 617-396-8268,,https://happyhunan.com/,306,18,90%,4.3
Los Amigos Taqueria,"366 Washington St, Brighton, MA 02135, United States",,dannyu@amigosburrtios.com,http://amigosburritos.com/,621,0,0%,4.2
Thai North,"433 Faneuil St, Brighton, MA 02135, United States",+1 617-254-2025,y8183733@gmail.com,http://www.thainorth7879.com/,232,0,0%,4.0
Mama Stella's Pizza,"429 Faneuil St, Brighton, MA 02135, United States",+1 617-254-2022,,http://www.pizza-etc.com/,266,4,20%,4.3
Brighton House of Pizza,"218 Market St, Brighton, MA 02135, United States",+1 617-254-0932,,http://www.brightonhouseofpizza.com/,236,12,60%,4.4
Little Pizza King,"389 Washington St #2731, Brighton, MA 02135, United States",+1 617-787-7800,,https://www.lpkbrighton.com/,253,0,0%,4.3
OTTO,"289 Harvard St, Brookline, MA 02446, United States",+1 617-232-0014,contactus@ottoportland.com,https://locations.ottoportland.com/otto-26d3aec21037?y_source=1_MTI3ODAyNjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,1263,20,100%,4.4
Broken Records,"85 Guest St, Boston, MA 02135, United States",+1 617-870-7610,,http://brokenrecordsbeerhall.com/,80,18,90%,3.8
Tin Tin Buffet,"200 N Beacon St, Brighton, MA 02135, United States",+1 617-254-7888,,http://www.gotintin.com/,1551,0,0%,3.8
Pammy's,"928 Massachusetts Ave, Cambridge, MA 02139, United States",+1 617-945-1761,hiringatpammys@gmail.com,https://www.pammyscambridge.com/,1061,0,0%,4.6
Pavement Coffeehouse - Brighton,"415 Western Ave, Brighton, MA 02135, United States",+1 617-766-6052,,http://pavementcoffeehouse.com/,376,14,70%,4.2
IHOP,"1850 Soldiers Fld Rd, Brighton, MA 02135, United States",+1 617-787-0533,,https://restaurants.ihop.com/en-us/ma/brighton/breakfast-1850-soldiers-field-rd-4725?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=4725&utm_content=website,3209,20,100%,4.0
Miyuki Sushi,"547 Washington St, Brighton, MA 02135, United States",+1 617-208-8773,,https://www.miyukisushibrighton.com/,223,0,0%,3.7
Andalus Pizza & Cafe,"153 Sutherland Rd, Brighton, MA 02135, United States",+1 617-277-5400,,http://andaluspizzacafe.com/,102,6,30%,4.2
O'Some Café,"100 Main St, Watertown, MA 02472, United States",+1 857-228-8872,osomecoffee@gmail.com,https://osome-cafe.square.site/,210,0,0%,4.8
Tatte Bakery & Cafe | Harvard Square,"1288 Massachusetts Ave, Cambridge, MA 02138, United States",+1 617-714-4956,contact@tattebakery.com,https://tattebakery.com/,2838,0,0%,4.4
Andala Coffee House,"286 Franklin St, Cambridge, MA 02139, United States",+1 617-945-2212,andalacoffee@gmail.com,http://andalacoffee.com/,1850,0,0%,4.2
Rifrullo Cafe,"147 Cypress St, Brookline, MA 02445, United States",+1 617-505-6727,colleen@rifrullocafe.com,http://rifrullocafe.com/,309,6,30%,4.7
Mamaleh's Delicatessen Brookline,"1659 Beacon St, Brookline, MA 02445, United States",+1 617-958-3354,shalom@mamalehs.com,http://mamalehs.com/,174,14,70%,4.3
Bluestone Lane Harvard Square Café,"27 Brattle St, Cambridge, MA 02138, United States",+1 718-374-6858,,https://bluestonelane.com/cafes/harvard-square-27-brattle-st-cambridge/?y_source=1_MTQ3OTE5NzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,586,20,100%,4.0
Lakon Paris Patisserie,"407 Washington St, Boston, MA 02135, United States",+1 617-870-7912,brookline@lakonparis.com,https://www.lakonparis.com/,162,0,0%,4.4
Intelligentsia Coffee Watertown Coffeebar,"810 Mt Auburn St, Watertown, MA 02472, United States",+1 617-607-7193,customersupport@intelligentsiacoffee.com,https://www.intelligentsia.com/watertown-coffeebar,663,4,20%,4.4
Cafe St. Petersburg,"57-1 Union St, Newton Centre, MA 02459, United States",+1 617-467-3555,cmcafestpetersburg@gmail.com,https://cafestpetersburg.com/?utm_source=google,530,20,100%,4.5
Cambridge - Jaho Coffee Roaster & Wine Bar,"425 Massachusetts Ave, Cambridge, MA 02139, United States",+1 800-266-0159,,http://jaho.com/,470,0,0%,4.5
Tonino,"669a Centre St, Boston, MA 02130, United States",+1 617-524-9217,hello@toninojp.com,http://www.toninojp.com/,358,0,0%,4.7
Brassica Kitchen + Cafe,"3712 Washington St, Jamaica Plain, MA 02130, United States",+1 617-477-4519,whiskboston@gmail.com,http://www.brassicakitchen.com/,1242,8,40%,4.7
Tres Gatos,"470 Centre St, Jamaica Plain, MA 02130, United States",+1 617-477-4851,info@tresgatosjp.com,http://tresgatosjp.com/,950,0,0%,4.6
The Joint,"605 Centre St, Jamaica Plain, MA 02130, United States",+1 617-477-3197,thejointjp@gmail.com,https://thejointjp.com/,466,0,0%,4.5
The Haven,"The Haven, JPNDC Brewery Complex, 284 Amory St, Jamaica Plain, MA 02130, United States",,,https://thehavenjp.com/,1128,6,30%,4.6
Vee Vee,"763 Centre St, Jamaica Plain, MA 02130, United States",+1 617-522-0145,veeveejp@gmail.com,http://www.veeveejp.com/,262,0,0%,4.6
